2019-03-14 17:03:31-05:00,cynthia,Refactorer,AG36
2019-03-14 17:05:31-05:00,cyap,Reaper,VehicleRocket
2019-03-14 17:15:31-05:00,fluffy,Reaper,Shotgun
2019-03-14 17:15:31-05:00,Refactorer,cynthia,OICW
2019-03-14 17:18:31-05:00,Scrap,Refactorer,M249
2019-03-14 17:18:31-05:00,Refactorer,Scrap,OICWGrenade
2019-03-14 17:23:31-05:00,lamonthe,Reaper,Rocket
2019-03-14 17:30:31-05:00,Refactorer,Reaper,M249
2019-03-14 17:31:31-05:00,Scrap,Refactorer,AG36
2019-03-14 17:33:31-05:00,cyap,fluffy,Machete
2019-03-14 17:41:31-05:00,papazark,fluffy,M4
2019-03-14 17:42:31-05:00,cyap,Refactorer,M4
2019-03-14 17:42:31-05:00,Reaper
2019-03-14 17:43:31-05:00,lamonthe,cyap,Rocket
2019-03-14 17:50:31-05:00,Reaper,Scrap,Falcon
2019-03-14 17:52:31-05:00,fluffy,lamonthe,Shotgun
2019-03-14 18:08:31-05:00,cyap,Scrap,OICW
2019-03-14 18:17:31-05:00,Scrap,fluffy,Falcon
2019-03-14 18:19:31-05:00,lamonthe,cyap,SniperRifle
2019-03-14 18:24:31-05:00,Scrap,Refactorer,Falcon
2019-03-14 18:31:31-05:00,Scrap,cyap,Falcon
2019-03-14 18:33:31-05:00,cynthia,Refactorer,M249
2019-03-14 18:43:31-05:00,cyap,Refactorer,M4
2019-03-14 18:49:31-05:00,cynthia,fluffy,M249
2019-03-14 18:49:31-05:00,Scrap,papazark,Falcon
2019-03-14 18:51:31-05:00,Refactorer,cyap,Falcon
2019-03-14 18:59:31-05:00,cyap,Scrap,Machete
2019-03-14 19:02:31-05:00,lamonthe,cyap,SniperRifle
2019-03-14 19:09:31-05:00,lamonthe,Scrap,SniperRifle
2019-03-14 19:09:31-05:00,cyap,papazark,Machete
2019-03-14 19:14:31-05:00,cyap,Refactorer,Falcon
2019-03-14 19:17:31-05:00,Scrap,cyap,M4
2019-03-14 19:19:31-05:00,Refactorer,fluffy,Machete
2019-03-14 19:36:31-05:00,Scrap,cynthia,Falcon
2019-03-14 19:37:31-05:00,cyap,Reaper,Falcon
2019-03-14 19:43:31-05:00,lamonthe,fluffy,SniperRifle
2019-03-14 19:56:31-05:00,Reaper,cynthia,AG36
2019-03-14 19:58:31-05:00,fluffy,Scrap,P90
2019-03-14 20:04:31-05:00,Refactorer,fluffy,MG
2019-03-14 20:08:31-05:00,Scrap,papazark,M4
2019-03-14 20:08:31-05:00,cynthia,Refactorer,Falcon
2019-03-14 20:16:31-05:00,fluffy,cynthia,Falcon
2019-03-14 20:17:31-05:00,Scrap,papazark,M4
2019-03-14 20:18:31-05:00,cyap,Refactorer,M249
2019-03-14 20:29:31-05:00,cyap,cynthia,M249
2019-03-14 20:31:31-05:00,Scrap,cyap,M249
2019-03-14 20:35:31-05:00,fluffy,papazark,MG
2019-03-14 20:36:31-05:00,Reaper,fluffy,AG36
2019-03-14 20:41:31-05:00,papazark,Scrap,Machete
2019-03-14 20:43:31-05:00,Refactorer,Reaper,AG36Grenade
2019-03-14 20:50:31-05:00,cynthia,Reaper,Falcon
2019-03-14 20:59:31-05:00,papazark,lamonthe,VehicleRocket
2019-03-14 21:03:31-05:00,cyap,cynthia,Machete
2019-03-14 21:09:31-05:00,fluffy,Scrap,M249
2019-03-14 21:20:31-05:00,cynthia,lamonthe,Falcon
2019-03-14 21:20:31-05:00,Scrap,fluffy,OICW
2019-03-14 21:30:31-05:00,papazark,cynthia,VehicleRocket
2019-03-14 21:35:31-05:00,lamonthe,fluffy,Rocket
2019-03-14 21:38:31-05:00,Scrap,papazark,M249
2019-03-14 21:38:31-05:00,papazark,Scrap,VehicleRocket
2019-03-14 21:45:31-05:00,cyap,cynthia,AG36Grenade
2019-03-14 21:48:31-05:00,Refactorer,papazark,P90
2019-03-14 21:48:31-05:00,lamonthe
2019-03-14 21:52:31-05:00,Refactorer,Scrap,P90
2019-03-14 21:56:31-05:00,papazark,fluffy,Machete
